ALIAS,VERSO,CODPERCORSO,CODPRGARCOLINEA,XDA,YDA,XA,YA,FDA_ID,FDA_NOME,FDA_X,FDA_Y,FA_ID,FA_NAME,FA_X,FA_Y,CODARCOFERMATA,CODSEGMENTO
4L,Asc,657,813,753283.09,5041868.74,753290.35,5041876.24,1325,Liberta' Commercio,753200.9,5041325.18,11,Corso del Popolo Torino,753290.35,5041876.24,1186363,19251
4L,Asc,657,812,759303.38,5037290,759297.33,5037300.82,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22971
4L,Asc,657,812,759297.33,5037300.82,759294.2,5037315.24,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22972
4L,Asc,657,812,759294.2,5037315.24,759290.09,5037334.12,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22973
4L,Asc,657,812,759290.09,5037334.12,759289.7,5037341.79,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22974
4L,Asc,657,812,759289.7,5037341.79,759287.02,5037357.37,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22975
4L,Asc,657,812,759287.02,5037357.37,759284.79,5037373.3,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22976
4L,Asc,657,812,759284.79,5037373.3,759283.47,5037382.48,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22977
4L,Asc,657,812,759283.47,5037382.48,759279.42,5037421.93,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22978
4L,Asc,657,812,759279.42,5037421.93,759274.71,5037460.02,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22979
4L,Asc,657,812,759274.71,5037460.02,759270.89,5037488.13,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22980
4L,Asc,657,812,759270.89,5037488.13,759268.65,5037509.96,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22981
4L,Asc,657,812,759268.65,5037509.96,759270.92,5037540.44,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22982
4L,Asc,657,812,759270.92,5037540.44,759269.32,5037559.82,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22983
4L,Asc,657,812,759269.32,5037559.82,759263.85,5037578.75,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22984
4L,Asc,657,812,759263.85,5037578.75,759253.59,5037612.26,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22985
4L,Asc,657,812,759253.59,5037612.26,759246.07,5037633.24,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22986
4L,Asc,657,812,759246.07,5037633.24,759236.94,5037649.89,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22987
4L,Asc,657,812,759236.94,5037649.89,759221.9,5037677.02,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22988
4L,Asc,657,812,759221.9,5037677.02,759199.47,5037700.07,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22989
4L,Asc,657,812,759199.47,5037700.07,759188.17,5037711.73,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22990
4L,Asc,657,812,759188.17,5037711.73,759179.06,5037719.82,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22991
4L,Asc,657,812,759179.06,5037719.82,759162.04,5037733.59,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22992
4L,Asc,657,812,759162.04,5037733.59,758897.68,5037932.57,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22993
4L,Asc,657,812,758897.68,5037932.57,758880.43,5037948.33,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22994
4L,Asc,657,812,758880.43,5037948.33,758859.47,5037972.05,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22995
4L,Asc,657,812,758859.47,5037972.05,758854.21,5037977.96,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22996
4L,Asc,657,812,758854.21,5037977.96,758723.81,5038078.08,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22997
4L,Asc,657,812,758723.81,5038078.08,758618.91,5038154.34,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22998
4L,Asc,657,812,758618.91,5038154.34,758569.74,5038190.14,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,22999
4L,Asc,657,812,758569.74,5038190.14,758271.86,5038406.91,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23000
4L,Asc,657,812,758271.86,5038406.91,757577.31,5038920.88,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23001
4L,Asc,657,812,757577.31,5038920.88,757089.12,5039280.91,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23002
4L,Asc,657,812,757089.12,5039280.91,756568.99,5039662.8,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23003
4L,Asc,657,812,756568.99,5039662.8,756458.22,5039742.73,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23004
4L,Asc,657,812,756458.22,5039742.73,756419.77,5039769.54,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23005
4L,Asc,657,812,756419.77,5039769.54,756378.5,5039798.35,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23006
4L,Asc,657,812,756378.5,5039798.35,756330.87,5039829.34,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23007
4L,Asc,657,812,756330.87,5039829.34,756296.63,5039847.08,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23008
4L,Asc,657,812,756296.63,5039847.08,756253.3,5039874.58,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23009
4L,Asc,657,812,756253.3,5039874.58,756197.66,5039913.92,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23010
4L,Asc,657,812,756197.66,5039913.92,756158.6,5039942.38,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23011
4L,Asc,657,812,756158.6,5039942.38,756110.66,5039971.58,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23012
4L,Asc,657,812,756110.66,5039971.58,756085.26,5039989.57,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23013
4L,Asc,657,812,756085.26,5039989.57,756036.54,5040018.74,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23014
4L,Asc,657,812,756036.54,5040018.74,755936.7,5040078.21,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23015
4L,Asc,657,812,755936.7,5040078.21,755874.61,5040110.73,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23016
4L,Asc,657,812,755874.61,5040110.73,755835.86,5040129.6,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23017
4L,Asc,657,812,755835.86,5040129.6,755821.01,5040136.82,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23018
4L,Asc,657,812,755821.01,5040136.82,755765.67,5040159.26,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23019
4L,Asc,657,812,755765.67,5040159.26,755734.52,5040172.46,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23020
4L,Asc,657,812,755734.52,5040172.46,755719.53,5040178.86,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23021
4L,Asc,657,812,755719.53,5040178.86,755692.17,5040189.32,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23022
4L,Asc,657,812,755692.17,5040189.32,755563.72,5040242.17,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23023
4L,Asc,657,812,755563.72,5040242.17,755539.27,5040250.3,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23024
4L,Asc,657,812,755539.27,5040250.3,755528.51,5040254.87,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23025
4L,Asc,657,812,755528.51,5040254.87,755489.52,5040266.42,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23026
4L,Asc,657,812,755489.52,5040266.42,755324.13,5040307.42,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23027
4L,Asc,657,812,755324.13,5040307.42,755316.86,5040308.92,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23028
4L,Asc,657,812,755316.86,5040308.92,755246.99,5040321.1,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23029
4L,Asc,657,812,755246.99,5040321.1,755230.03,5040324.3,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23030
4L,Asc,657,812,755230.03,5040324.3,755211.75,5040328.9,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23031
4L,Asc,657,812,755211.75,5040328.9,755191.36,5040331.41,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23032
4L,Asc,657,812,755191.36,5040331.41,755160.96,5040337.96,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23033
4L,Asc,657,812,755160.96,5040337.96,755141.73,5040354.02,1392,Liberta' Santa Chiara,759303.38,5037290,1382,Liberta' Righi,755141.73,5040354.02,1186579,23034
4L,Asc,657,812,759582.65,5036997.25,759573.34,5037016.75,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23306
4L,Asc,657,812,759573.34,5037016.75,759570.56,5037017.36,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23307
4L,Asc,657,812,759570.56,5037017.36,759566.74,5037018.28,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23308
4L,Asc,657,812,759566.74,5037018.28,759562.81,5037019.19,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23309
4L,Asc,657,812,759562.81,5037019.19,759559.72,5037022.14,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23310
4L,Asc,657,812,759559.72,5037022.14,759542.41,5037033.64,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23311
4L,Asc,657,812,759542.41,5037033.64,759447.58,5037096.58,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23312
4L,Asc,657,812,759447.58,5037096.58,759439.41,5037104.58,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23313
4L,Asc,657,812,759439.41,5037104.58,759420.72,5037124.63,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23314
4L,Asc,657,812,759420.72,5037124.63,759411.88,5037133.84,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23315
4L,Asc,657,812,759411.88,5037133.84,759400.24,5037146.37,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23316
4L,Asc,657,812,759400.24,5037146.37,759397.85,5037149.19,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23317
4L,Asc,657,812,759397.85,5037149.19,759309.86,5037267.72,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23318
4L,Asc,657,812,759309.86,5037267.72,759303.42,5037279.79,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23319
4L,Asc,657,812,759303.42,5037279.79,759300.28,5037288.67,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23320
4L,Asc,657,812,759300.28,5037288.67,759303.38,5037290,509,VENEZIA,759582.65,5036997.25,1392,Liberta' Santa Chiara,759303.38,5037290,1186584,23321
4L,Asc,657,1209,753532.09,5042548.84,753530.45,5042552.51,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24908
4L,Asc,657,1209,753530.45,5042552.51,753547,5042597.92,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24909
4L,Asc,657,1209,753547,5042597.92,753549.8,5042604.15,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24910
4L,Asc,657,1209,753549.8,5042604.15,753558.07,5042624.3,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24911
4L,Asc,657,1209,753558.07,5042624.3,753571.57,5042658,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24912
4L,Asc,657,1209,753571.57,5042658,753577.32,5042669.95,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24913
4L,Asc,657,1209,753577.32,5042669.95,753581.83,5042679.65,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24914
4L,Asc,657,1209,753581.83,5042679.65,753586.65,5042684.88,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24915
4L,Asc,657,1209,753586.65,5042684.88,753592.85,5042687.17,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24916
4L,Asc,657,1209,753592.85,5042687.17,753599.28,5042687.93,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24917
4L,Asc,657,1209,753599.28,5042687.93,753607,5042687.7,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24918
4L,Asc,657,1209,753607,5042687.7,753631.98,5042668.01,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24919
4L,Asc,657,1209,753631.98,5042668.01,753642.18,5042659.75,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24920
4L,Asc,657,1209,753642.18,5042659.75,753651.98,5042651.59,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24921
4L,Asc,657,1209,753651.98,5042651.59,753656.6,5042647.75,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24922
4L,Asc,657,1209,753656.6,5042647.75,753662.71,5042643.37,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24923
4L,Asc,657,1209,753662.71,5042643.37,753672.97,5042634.33,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24924
4L,Asc,657,1209,753672.97,5042634.33,753683.35,5042624.68,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24925
4L,Asc,657,1209,753683.35,5042624.68,753694.37,5042614.76,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24926
4L,Asc,657,1209,753694.37,5042614.76,753708.55,5042601.48,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24927
4L,Asc,657,1209,753708.55,5042601.48,753727.62,5042580.28,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24928
4L,Asc,657,1209,753727.62,5042580.28,753747.11,5042555.95,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24929
4L,Asc,657,1209,753747.11,5042555.95,753756.36,5042544.71,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24930
4L,Asc,657,1209,753756.36,5042544.71,753773.26,5042523.05,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24931
4L,Asc,657,1209,753773.26,5042523.05,753780.74,5042523.69,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24932
4L,Asc,657,1209,753780.74,5042523.69,753792.06,5042526.49,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24933
4L,Asc,657,1209,753792.06,5042526.49,753797.79,5042529.94,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24934
4L,Asc,657,1209,753797.79,5042529.94,753805.46,5042541.61,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24935
4L,Asc,657,1209,753805.46,5042541.61,753795.14,5042552.76,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24936
4L,Asc,657,1209,753795.14,5042552.76,753778.01,5042573.66,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24937
4L,Asc,657,1209,753778.01,5042573.66,753751.72,5042602.75,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24938
4L,Asc,657,1209,753751.72,5042602.75,753731.81,5042620.75,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24939
4L,Asc,657,1209,753731.81,5042620.75,753699.96,5042647.2,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24940
4L,Asc,657,1209,753699.96,5042647.2,753670.58,5042671.69,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24941
4L,Asc,657,1209,753670.58,5042671.69,753668.5,5042673.45,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24942
4L,Asc,657,1209,753668.5,5042673.45,753655.93,5042684.13,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24943
4L,Asc,657,1209,753655.93,5042684.13,753644.32,5042693.99,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24944
4L,Asc,657,1209,753644.32,5042693.99,753627.02,5042707.58,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24945
4L,Asc,657,1209,753627.02,5042707.58,753620.87,5042712.41,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24946
4L,Asc,657,1209,753620.87,5042712.41,753601.1,5042727.18,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24947
4L,Asc,657,1209,753601.1,5042727.18,753597,5042729.8,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24948
4L,Asc,657,1209,753597,5042729.8,753575.13,5042744.16,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24949
4L,Asc,657,1209,753575.13,5042744.16,753596.31,5042787.08,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24950
4L,Asc,657,1209,753596.31,5042787.08,753607.25,5042809.25,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24951
4L,Asc,657,1209,753607.25,5042809.25,753609.09,5042815.53,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24952
4L,Asc,657,1209,753609.09,5042815.53,753609.17,5042817.09,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24953
4L,Asc,657,1209,753609.17,5042817.09,753608.84,5042819.95,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24954
4L,Asc,657,1209,753608.84,5042819.95,753608.51,5042821.26,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24955
4L,Asc,657,1209,753608.51,5042821.26,753607.37,5042823.38,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24956
4L,Asc,657,1209,753607.37,5042823.38,753602.38,5042827.56,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24957
4L,Asc,657,1209,753602.38,5042827.56,753597.88,5042829.76,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24958
4L,Asc,657,1209,753597.88,5042829.76,753589.59,5042832.54,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24959
4L,Asc,657,1209,753589.59,5042832.54,753575.63,5042837.21,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24960
4L,Asc,657,1209,753575.63,5042837.21,753573.99,5042838.76,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24961
4L,Asc,657,1209,753573.99,5042838.76,753572.69,5042840.32,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24962
4L,Asc,657,1209,753572.69,5042840.32,753571.3,5042842.12,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24963
4L,Asc,657,1209,753571.3,5042842.12,753569.9,5042844.24,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24964
4L,Asc,657,1209,753569.9,5042844.24,753569.25,5042846.21,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24965
4L,Asc,657,1209,753569.25,5042846.21,753569.01,5042848.5,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24966
4L,Asc,657,1209,753569.01,5042848.5,753569.37,5042850.33,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24967
4L,Asc,657,1209,753569.37,5042850.33,753581.84,5042879.86,13,Corso del Popolo Mestrina,753532.09,5042548.84,384,Mestre Centro B1,753581.84,5042879.86,1186631,24968
4L,Asc,657,136,754582.41,5040539.27,754561.27,5040537.18,1381,Liberta' Porto Marghera,754582.41,5040539.27,11380,Liberta' Fincantieri,754222.88,5040838.09,1188652,52429
4L,Asc,657,136,754561.27,5040537.18,754533.4,5040553.5,1381,Liberta' Porto Marghera,754582.41,5040539.27,11380,Liberta' Fincantieri,754222.88,5040838.09,1188652,52430
4L,Asc,657,136,754533.4,5040553.5,754497.47,5040574.8,1381,Liberta' Porto Marghera,754582.41,5040539.27,11380,Liberta' Fincantieri,754222.88,5040838.09,1188652,52431
4L,Asc,657,136,754497.47,5040574.8,754466.93,5040593.88,1381,Liberta' Porto Marghera,754582.41,5040539.27,11380,Liberta' Fincantieri,754222.88,5040838.09,1188652,52432
4L,Asc,657,136,754466.93,5040593.88,754401.38,5040650.3,1381,Liberta' Porto Marghera,754582.41,5040539.27,11380,Liberta' Fincantieri,754222.88,5040838.09,1188652,52433
4L,Asc,657,136,754401.38,5040650.3,754239.47,5040824.99,1381,Liberta' Porto Marghera,754582.41,5040539.27,11380,Liberta' Fincantieri,754222.88,5040838.09,1188652,52434
4L,Asc,657,136,754239.47,5040824.99,754230.07,5040828.38,1381,Liberta' Porto Marghera,754582.41,5040539.27,11380,Liberta' Fincantieri,754222.88,5040838.09,1188652,52435
4L,Asc,657,136,754230.07,5040828.38,754222.88,5040838.09,1381,Liberta' Porto Marghera,754582.41,5040539.27,11380,Liberta' Fincantieri,754222.88,5040838.09,1188652,52436
4L,Asc,657,813,754222.88,5040838.09,754211.9,5040843.58,11380,Liberta' Fincantieri,754222.88,5040838.09,1325,Liberta' Commercio,753200.9,5041325.18,1188653,52437
4L,Asc,657,813,754211.9,5040843.58,754212.33,5040847.37,11380,Liberta' Fincantieri,754222.88,5040838.09,1325,Liberta' Commercio,753200.9,5041325.18,1188653,52438
4L,Asc,657,813,754212.33,5040847.37,754212.63,5040850.03,11380,Liberta' Fincantieri,754222.88,5040838.09,1325,Liberta' Commercio,753200.9,5041325.18,1188653,52439
4L,Asc,657,813,754212.63,5040850.03,754211.79,5040854.85,11380,Liberta' Fincantieri,754222.88,5040838.09,1325,Liberta' Commercio,753200.9,5041325.18,1188653,52440
4L,Asc,657,813,754211.79,5040854.85,754211.51,5040856.41,11380,Liberta' Fincantieri,754222.88,5040838.09,1325,Liberta' Commercio,753200.9,5041325.18,1188653,52441
